ID,NAME,DESCRIPTION,PRICE
467,Juice - Orange 1.89l,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,24.16
468,Wine - Masi Valpolocell,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,5.08
469,Cardamon Seed / Pod,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,53.83
470,Croissants Thaw And Serve,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,1.97
471,Soup - Campbells Chicken,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,60.32
472,Flour - Bread,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,63.61
473,Instant Coffee,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,5.52
474,"Nut - Pine Nuts, Whole",vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,57.51
475,Hummus - Spread,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,32.59
476,Bread Crumbs - Panko,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,5.9
477,Rabbit - Frozen,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,89.8
478,Wine - Alicanca Vinho Verde,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,1.82
479,Yeast Dry - Fermipan,praesent blandit lacinia erat vestibulum sed magna at nunc commodo,24.51
480,Pastry - Baked Cinnamon Stick,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,54.11
481,Chickensplit Half,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,78.9
482,Cup - Translucent 7 Oz Clear,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,49.2
483,Lettuce - Lambs Mash,in purus eu magna vulputate luctus cum sociis natoque penatibus et,64.59
484,"Brocolinni - Gaylan, Chinese",hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,33.15
485,"Bread - Pullman, Sliced",nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,19.87
486,"Tart Shells - Sweet, 4",consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,84.26
487,Bagel - Sesame Seed Presliced,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,19.11
488,Wine - Baron De Rothschild,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,80.25
489,"Juice - Tomato, 48 Oz",leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,29.99
490,Madeira,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,94.43
491,Pancetta,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,46.27
492,Oil - Avocado,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,30.51
493,Crackers - Water,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,83.04
494,Soup - Campbells Pasta Fagioli,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,55.17
495,Blue Curacao - Marie Brizard,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,27.67
496,Wine - White Cab Sauv.on,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,54.2
497,Nantucket - Orange Mango Cktl,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,22.86
498,Appetizer - Assorted Box,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,7.83
499,Sachet,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,31.86
500,Pie Box - Cello Window 2.5,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,5.99
501,Salmon - Sockeye Raw,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,90.44
502,"Cup - 6oz, Foam",tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,56.28
503,Sobe - Cranberry Grapefruit,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,57.39
504,Onions - Vidalia,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,13.36
505,"Cheese - Havarti, Salsa",id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,20.84
506,"Beef - Ground, Extra Lean, Fresh",morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,13.93
507,Soho Lychee Liqueur,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,99.18
508,Bread - Sour Batard,ultrices mattis odio donec vitae nisi nam ultrices libero non,55.39
509,Cornish Hen,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,20.49
510,Pastry - Cherry Danish - Mini,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,25.77
511,The Pop Shoppe - Cream Soda,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,59.99
512,Coffee Guatemala Dark,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,37.11
513,Pepper - Cayenne,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,77.93
514,"Cheese - Romano, Grated",vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,20.05
515,"Bread - White, Sliced",volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,4.12
516,"Chicken - Leg, Fresh",urna pretium nisl ut volutpat sapien arcu sed augue aliquam,39.44
517,Grapefruit - Pink,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,76.58
518,Bread - Sour Batard,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,33.99
519,"Pork - Loin, Bone - In",sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,88.03
520,Kellogs Raisan Bran Bars,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,84.12
521,"Pasta - Tortellini, Fresh",convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,77.24
522,Pizza Pizza Dough,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,68.25
523,Sauce - Hp,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,10.68
524,Chips - Miss Vickies,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,43.79
525,Apple - Granny Smith,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,43.84
526,Island Oasis - Magarita Mix,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,65.01
527,Pepper - Sorrano,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,30.12
528,Bag - Regular Kraft 20 Lb,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,95.15
529,Bread - Flat Bread,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,99.79
530,Cookies - Englishbay Wht,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,45.8
531,Pastry - Mini French Pastries,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,45.1
532,"Pail - 4l White, With Handle",quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,6.66
533,"Crab - Blue, Frozen",nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,11.99
534,Appetizer - Veg Assortment,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,94.65
535,Dawn Professionl Pot And Pan,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,57.48
536,"Bread - White, Sliced",sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,96.24
537,Cheese - Roquefort Pappillon,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,78.67
538,Wine - Beringer Founders Estate,ut massa volutpat convallis morbi odio odio elementum eu interdum eu,88.93
539,Coffee Cup 16oz Foam,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,82.13
540,Cream - 18%,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,84.09
541,Barramundi,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,15.82
542,Water - Spring 1.5lit,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,15.66
543,"Cheese - Mozzarella, Shredded",vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,89.37
544,Pepper - Yellow Bell,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,51.35
545,Cheese - Augre Des Champs,nec nisi volutpat eleifend donec ut dolor morbi vel lectus,82.77
546,Island Oasis - Strawberry,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,68.78
547,Pear - Asian,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,47.85
548,Shiratamako - Rice Flour,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,79.96
549,Beans - Soya Bean,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,50.16
550,Carbonated Water - Orange,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,70.18
551,Beer - Moosehead,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,72.18
552,Bread - White Mini Epi,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,54.26
553,Duck - Breast,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,33.34
554,Wiberg Cure,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,52.93
555,Rice - Basmati,morbi odio odio elementum eu interdum eu tincidunt in leo,13.62
556,Water - Tonic,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,17.21
557,Flour - Bread,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,49.72
558,Shrimp - Black Tiger 26/30,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,58.25
559,Beef - Bresaola,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,33.47
560,Mushroom - Crimini,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,18.34
561,Magnotta Bel Paese Red,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,85.02
562,Cheese - Ricotta,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,19.75
563,Lettuce - Lolla Rosa,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1.68
564,"Soup - Campbells, Spinach Crm",non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,84.19
565,Cookie Dough - Peanut Butter,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,28.37
566,Chef Hat 25cm,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,85.28
567,Mousse - Banana Chocolate,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,79.33
568,Bread - Raisin Walnut Oval,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,26.33
569,Water Chestnut - Canned,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2.83
570,Bread - Pita,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,51.74
571,"Wine - Niagara,vqa Reisling",lobortis vel dapibus at diam nam tristique tortor eu pede,22.39
572,Pastry - Apple Muffins - Mini,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,85.51
573,Filter - Coffee,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,70.47
574,Baking Soda,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,97.49
575,Muskox - French Rack,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,31.52
576,Aspic - Amber,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,7.03
577,"Pasta - Rotini, Dry",tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,31.18
578,Cup - 8oz Coffee Perforated,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,15.49
579,Piping - Bags Quizna,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,63.21
580,"Leeks - Baby, White",sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,14.87
581,Salmon Steak - Cohoe 8 Oz,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,49.75
582,Table Cloth 53x53 White,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,60.11
583,Ice Cream - Fudge Bars,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,54.91
584,Beer - Upper Canada Lager,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,96.51
585,"Turkey - Breast, Boneless Sk On",sapien quis libero nullam sit amet turpis elementum ligula vehicula,32.45
586,Rice - Long Grain,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,18.13
587,"Coke - Classic, 355 Ml",fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,83.92
588,Bread Country Roll,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,34.01
589,"Roe - Lump Fish, Black",condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,16.38
590,Propel Sport Drink,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,9.86
591,Savory,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,52.2
592,Pepper - Sorrano,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,50.35
593,Wine - Wyndham Estate Bin 777,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,38.67
594,Corn - Mini,nunc vestibulum ante ipsum primis in faucibus orci luctus et,90.37
595,Beer - Blue Light,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,23.15
596,Tart - Lemon,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2.55
597,Dehydrated Kelp Kombo,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,18.61
598,"Wine - White, Concha Y Toro",iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,13.5
599,Daikon Radish,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,94.51
600,Lychee - Canned,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,12.36
601,"Crush - Grape, 355 Ml",at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,54.75
602,Muffin Mix - Lemon Cranberry,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,70.66
603,Absolut Citron,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,13.42
604,Bulgar,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,93.38
605,Sauce - Alfredo,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,61.03
606,Beets - Mini Golden,justo eu massa donec dapibus duis at velit eu est congue elementum,52.91
607,Rappini - Andy Boy,cursus id turpis integer aliquet massa id lobortis convallis tortor,46.5
608,Cucumber - English,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,30.1
609,"Lid - Translucent, 3.5 And 6 Oz",pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,86.88
610,Ecolab - Hobart Upr Prewash Arm,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,76.81
611,Beer - Rickards Red,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,66.81
612,Crab Meat Claw Pasteurise,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,98.79
613,Ham - Procutinni,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,88.81
614,Wine - Chablis J Moreau Et Fils,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,21.84
615,Beer - Moosehead,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,21.92
616,Pomegranates,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,34.58
617,"Salmon - Atlantic, No Skin",nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,96.31
618,Flower - Carnations,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,33.03
619,Coconut - Whole,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,42.86
620,Sausage - Chorizo,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,99.51
621,Soup - Chicken And Wild Rice,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,56.22
622,Oil - Cooking Spray,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,95.81
623,Rambutan,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,88.55
624,Rabbit - Whole,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,53.31
625,Coffee Decaf Colombian,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,22.48
626,Yoplait Drink,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,58.39
627,Chocolate - Chips Compound,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,40.91
628,Ecolab - Solid Fusion,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,46.15
629,Veal - Ground,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,48.58
630,Beef Flat Iron Steak,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,11.96
631,Veal - Slab Bacon,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,61.17
632,Mushroom - Lg - Cello,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,76.54
633,Cheese Cheddar Processed,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,50.2
634,Juice - Lagoon Mango,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,79.5
635,Cornflakes,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,43.94
636,Soup Campbells,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,55.75
637,Appetizer - Sausage Rolls,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,2.15
638,Kiwi,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,76.93
639,Soup - Campbells Tomato Ravioli,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,71.55
640,"Juice - Orange, 341 Ml",sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,23.86
641,Isomalt,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,35.24
642,Foie Gras,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,65.24
643,Paper Towel Touchless,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,19.93
644,Flour Dark Rye,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,28.44
645,"Cake Circle, Foil, Scallop",posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,21.56
646,Pike - Frozen Fillet,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,56.03
647,Anisette - Mcguiness,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,81.41
648,Soup Campbells Beef With Veg,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,31.11
649,"Cup - 3.5oz, Foam",nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,10.18
650,Rice - Jasmine Sented,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,19.13
651,Potatoes - Parissienne,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,65.75
652,Tomato - Green,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,95.44
653,Avocado,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,44.42
654,Soup - Cream Of Potato / Leek,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,28.01
655,Bag Clear 10 Lb,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,16.93
656,Horseradish Root,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,19.55
657,Calypso - Pineapple Passion,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,16.19
658,"Lemonade - Island Tea, 591 Ml",vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,58.36
659,"Lamb - Racks, Frenched",enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,63.85
660,Anchovy Paste - 56 G Tube,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,55.18
661,Sauce - Thousand Island,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,21.4
662,"Veal - Inside, Choice",congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,13.59
663,"Soup - Knorr, Country Bean",consequat in consequat ut nulla sed accumsan felis ut at dolor,22.69
664,Vodka - Moskovskaya,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,82.74
665,"Tart Shells - Sweet, 4",blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,60.48
666,Wine - Puligny Montrachet A.,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,83.49
667,Carbonated Water - Cherry,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,4.26
668,Muffin Mix - Raisin Bran,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,20.01
669,Yukon Jack,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,43.67
670,Flour - Cake,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,25.57
671,Catfish - Fillets,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,96.79
672,Chick Peas - Dried,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,41.54
673,Rice - Jasmine Sented,suscipit nulla elit ac nulla sed vel enim sit amet,46.32
674,Walkers Special Old Whiskey,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,30.64
675,"Marsala - Sperone, Fine, D.o.c.",lectus vestibulum quam sapien varius ut blandit non interdum in,79.14
676,Beans - Fava Fresh,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,41.11
677,Mountain Dew,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,12.33
678,Allspice - Jamaican,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,56.74
679,"Lettuce - Romaine, Heart",vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,13.58
680,Muffin - Banana Nut Individual,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,10.62
681,Lobster - Live,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,80.7
682,Cheese Cheddar Processed,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,98.97
683,Wine - Barossa Valley Estate,sollicitudin ut suscipit a feugiat et eros vestibulum ac est,47.73
684,Salt And Pepper Mix - Black,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,24.11
685,Soup Campbells Split Pea And Ham,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,67.78
686,Ice Cream - Turtles Stick Bar,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,61.69
687,"Oil - Olive, Extra Virgin",nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,18.16
688,Sprouts - Baby Pea Tendrils,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,62.59
689,"Tortillas - Flour, 12",etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,34.58
690,Carrots - Mini Red Organic,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,54.39
691,Cheese - Mozzarella,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,89.58
692,Beer - True North Lager,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,35.08
693,Cassis,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,59.46
694,Beef - Rib Eye Aaa,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,96.55
